348294,IN_PROGRESS,Running Batch 925,2018-10-28 18:15:09.895251,684
349605,IN_PROGRESS,Running Batch 25,2018-10-28 20:35:16.800892,689
349606,IN_PROGRESS,Running Solr query,2018-10-28 20:35:16.824375,689
349608,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:35:18.841411,689
349609,IN_PROGRESS,Running Batch 375,2018-10-28 20:35:18.929779,689
349611,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:35:20.716998,689
349613,IN_PROGRESS,Running Batch 50,2018-10-28 20:35:21.196570,689
349614,IN_PROGRESS,Running Solr query,2018-10-28 20:35:21.231009,689
349616,IN_PROGRESS,Running Solr query,2018-10-28 20:35:21.465740,689
349617,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:35:24.502970,689
349618,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:35:24.524048,689
349619,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:35:26.311524,689
349620,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:35:26.329269,689
349621,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:35:26.399581,689
349622,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:35:26.412980,689
349623,IN_PROGRESS,Running Batch 925,2018-10-28 20:35:30.097983,689
349624,IN_PROGRESS,Running Solr query,2018-10-28 20:35:30.148608,689
349625,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:35:33.032083,689
349626,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:35:33.040449,689
349627,IN_PROGRESS,Running Batch 575,2018-10-28 20:35:53.010867,689
349628,IN_PROGRESS,Running Solr query,2018-10-28 20:35:53.631216,689
349629,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:35:57.828771,689
349630,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:35:57.905935,689
349631,IN_PROGRESS,Running Batch 250,2018-10-28 20:38:09.482752,689
349632,IN_PROGRESS,Running Solr query,2018-10-28 20:38:09.556725,689
349633,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:38:13.201713,689
349634,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:38:13.229945,689
349635,STARTED,Starting Job,2018-10-28 20:38:58.259513,690
349636,IN_PROGRESS,"Initializing task -- pipeline: 926, job: 689, owner: claritynlp",2018-10-28 20:40:09.827739,689
349637,IN_PROGRESS,Getting related terms,2018-10-28 20:40:09.841671,689
349638,IN_PROGRESS,Getting Solr doc size,2018-10-28 20:40:09.848965,689
349639,IN_PROGRESS,"Initializing task -- pipeline: 927, job: 690, owner: claritynlp",2018-10-28 20:40:10.263063,690
349640,IN_PROGRESS,Getting related terms,2018-10-28 20:40:10.276803,690
349641,IN_PROGRESS,Getting Solr doc size,2018-10-28 20:40:10.285420,690
349642,IN_PROGRESS,Running batch tasks,2018-10-28 20:40:13.070231,689
349643,COMPLETED,Finished ProviderAssertion Pipeline,2018-10-28 20:40:13.089040,689
349644,IN_PROGRESS,Finished Pipelines,2018-10-28 20:40:13.205559,689
349645,IN_PROGRESS,Filtering Results,2018-10-28 20:40:13.219618,689
349646,COMPLETED,Job completed successfully,2018-10-28 20:40:13.228021,689
349647,IN_PROGRESS,Running batch tasks,2018-10-28 20:40:14.602321,690
349648,IN_PROGRESS,Running Batch 75,2018-10-28 20:40:15.345900,690
349649,IN_PROGRESS,Running Solr query,2018-10-28 20:40:15.362480,690
349650,IN_PROGRESS,Running Batch 1000,2018-10-28 20:40:15.398787,690
349651,IN_PROGRESS,Running Solr query,2018-10-28 20:40:15.415576,690
349652,IN_PROGRESS,Running Batch 800,2018-10-28 20:40:15.436606,690
349653,IN_PROGRESS,Running Solr query,2018-10-28 20:40:15.454726,690
349654,IN_PROGRESS,Running Batch 700,2018-10-28 20:40:15.477457,690
349655,IN_PROGRESS,Running Solr query,2018-10-28 20:40:15.492130,690
349656,IN_PROGRESS,Running Batch 725,2018-10-28 20:40:15.518604,690
349657,IN_PROGRESS,Running Solr query,2018-10-28 20:40:15.533454,690
349658,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:40:18.786108,690
349659,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:40:18.794028,690
349660,IN_PROGRESS,Running Batch 50,2018-10-28 20:40:22.827136,690
349661,IN_PROGRESS,Running Solr query,2018-10-28 20:40:22.840879,690
349662,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:40:24.646406,690
349663,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:40:24.654424,690
349664,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:40:24.748104,690
349665,IN_PROGRESS,Finding Terms with ProviderAssertion,2018-10-28 20:40:24.756180,690
349666,IN_PROGRESS,Running ProviderAssertion main task,2018-10-28 20:40:27.770367,690
